ensgene,WT1,WT2,WT3,KO1,KO2,KO3
ENSMUSG00000097241,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097243,0 ,0 ,2 ,0 ,2 ,0 
ENSMUSG00000097244,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097245,1 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000097247,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097249,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097250,0 ,1 ,1 ,0 ,0 ,0 
ENSMUSG00000097251,1 ,0 ,1 ,3 ,0 ,1 
ENSMUSG00000097255,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097256,2 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000097257,11 ,2 ,2 ,2 ,3 ,1 
ENSMUSG00000097259,3 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097260,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097261,3 ,0 ,0 ,0 ,3 ,3 
ENSMUSG00000097262,2 ,0 ,4 ,2 ,1 ,2 
ENSMUSG00000097264,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097265,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097266,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097268,2 ,2 ,1 ,0 ,1 ,1 
ENSMUSG00000097271,2 ,0 ,0 ,4 ,1 ,0 
ENSMUSG00000097274,0 ,0 ,0 ,0 ,8 ,2 
ENSMUSG00000097279,2 ,2 ,0 ,0 ,0 ,1 
ENSMUSG00000097280,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097285,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097286,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097291,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097292,2 ,1 ,0 ,0 ,1 ,4 
ENSMUSG00000097293,0 ,1 ,0 ,0 ,0 ,4 
ENSMUSG00000097295,0 ,0 ,0 ,1 ,2 ,0 
ENSMUSG00000097299,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097300,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097301,0 ,0 ,1 ,3 ,2 ,1 
ENSMUSG00000097302,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097303,3 ,3 ,2 ,5 ,1 ,6 
ENSMUSG00000097304,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000097305,5 ,3 ,0 ,5 ,2 ,2 
ENSMUSG00000097307,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000097311,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097315,0 ,3 ,2 ,5 ,0 ,3 
ENSMUSG00000097317,2 ,5 ,1 ,0 ,0 ,2 
ENSMUSG00000097322,4 ,0 ,2 ,5 ,3 ,3 
ENSMUSG00000097323,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097324,0 ,1 ,2 ,1 ,0 ,5 
ENSMUSG00000097325,1 ,0 ,0 ,1 ,0 ,1 
ENSMUSG00000097326,3 ,1 ,2 ,1 ,0 ,4 
ENSMUSG00000097329,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097332,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097334,1 ,1 ,0 ,2 ,1 ,1 
ENSMUSG00000097336,0 ,2 ,0 ,3 ,0 ,0 
ENSMUSG00000097338,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097339,1 ,1 ,1 ,0 ,0 ,0 
ENSMUSG00000097342,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097344,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097349,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097352,1 ,2 ,0 ,1 ,0 ,3 
ENSMUSG00000097354,0 ,3 ,3 ,2 ,4 ,4 
ENSMUSG00000097355,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097356,2 ,1 ,2 ,5 ,0 ,0 
ENSMUSG00000097357,3 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097361,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097362,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097363,0 ,1 ,0 ,0 ,1 ,0 
ENSMUSG00000097364,1 ,0 ,0 ,2 ,1 ,1 
ENSMUSG00000097365,2 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097367,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097368,3 ,5 ,0 ,9 ,1 ,3 
ENSMUSG00000097369,0 ,0 ,2 ,0 ,0 ,1 
ENSMUSG00000097370,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097371,0 ,0 ,0 ,2 ,0 ,2 
ENSMUSG00000097372,1 ,2 ,0 ,1 ,0 ,0 
ENSMUSG00000097373,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097374,0 ,4 ,0 ,0 ,0 ,0 
ENSMUSG00000097376,1 ,0 ,0 ,0 ,2 ,0 
ENSMUSG00000097377,0 ,1 ,1 ,0 ,3 ,0 
ENSMUSG00000097381,2 ,2 ,1 ,1 ,11 ,2 
ENSMUSG00000097382,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097383,2 ,1 ,0 ,1 ,1 ,0 
ENSMUSG00000097384,0 ,0 ,1 ,2 ,0 ,0 
ENSMUSG00000097385,5 ,2 ,3 ,3 ,3 ,4 
ENSMUSG00000097386,0 ,0 ,0 ,2 ,0 ,1 
ENSMUSG00000097387,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097388,4 ,4 ,2 ,1 ,1 ,2 
ENSMUSG00000097396,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097399,3 ,2 ,1 ,6 ,0 ,0 
ENSMUSG00000097401,4 ,2 ,1 ,2 ,0 ,0 
ENSMUSG00000097402,1 ,3 ,1 ,1 ,0 ,0 
ENSMUSG00000097404,5 ,4 ,2 ,2 ,2 ,0 
ENSMUSG00000097405,1 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097406,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097407,0 ,0 ,1 ,0 ,2 ,0 
ENSMUSG00000097408,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097409,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000097413,2 ,2 ,2 ,0 ,0 ,1 
ENSMUSG00000097416,0 ,0 ,2 ,0 ,0 ,2 
ENSMUSG00000097417,7 ,0 ,0 ,2 ,7 ,0 
ENSMUSG00000097421,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097422,1 ,0 ,0 ,2 ,5 ,1 
ENSMUSG00000097423,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097424,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097425,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097426,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097427,7 ,6 ,0 ,0 ,0 ,1 
ENSMUSG00000097428,2 ,0 ,1 ,0 ,0 ,3 
ENSMUSG00000097434,0 ,1 ,1 ,1 ,1 ,2 
ENSMUSG00000097435,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000097438,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097440,1 ,3 ,2 ,0 ,1 ,0 
ENSMUSG00000097441,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097442,2 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097444,0 ,0 ,0 ,0 ,0 ,2 
ENSMUSG00000097446,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097447,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097450,1 ,2 ,2 ,1 ,1 ,0 
ENSMUSG00000097453,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000097454,0 ,5 ,3 ,1 ,1 ,3 
ENSMUSG00000097455,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097456,0 ,0 ,2 ,0 ,0 ,0 
ENSMUSG00000097457,3 ,0 ,14 ,0 ,10 ,0 
ENSMUSG00000097458,2 ,2 ,3 ,2 ,0 ,6 
ENSMUSG00000097459,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097460,3 ,1 ,1 ,0 ,2 ,0 
ENSMUSG00000097462,6 ,2 ,2 ,7 ,1 ,2 
ENSMUSG00000097464,0 ,0 ,1 ,1 ,0 ,0 
ENSMUSG00000097465,1 ,0 ,0 ,0 ,0 ,2 
ENSMUSG00000097466,1 ,1 ,3 ,5 ,2 ,2 
ENSMUSG00000097470,3 ,1 ,0 ,7 ,0 ,4 
ENSMUSG00000097471,3 ,0 ,0 ,0 ,1 ,2 
ENSMUSG00000097473,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097474,0 ,0 ,0 ,1 ,1 ,0 
ENSMUSG00000097476,0 ,0 ,2 ,0 ,0 ,0 
ENSMUSG00000097480,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097482,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000097484,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097486,5 ,1 ,1 ,0 ,0 ,1 
ENSMUSG00000097489,1 ,0 ,2 ,0 ,0 ,0 
ENSMUSG00000097491,1 ,2 ,0 ,1 ,0 ,2 
ENSMUSG00000097494,1 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097495,1 ,9 ,0 ,0 ,2 ,3 
ENSMUSG00000097496,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097497,1 ,1 ,0 ,1 ,0 ,0 
ENSMUSG00000097500,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000097501,0 ,1 ,0 ,0 ,1 ,3 
ENSMUSG00000097502,3 ,1 ,2 ,6 ,4 ,1 
ENSMUSG00000097507,3 ,0 ,4 ,4 ,2 ,3 
ENSMUSG00000097509,1 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000097511,0 ,1 ,0 ,1 ,1 ,0 
ENSMUSG00000097513,0 ,1 ,2 ,0 ,0 ,0 
ENSMUSG00000097514,2 ,2 ,2 ,6 ,3 ,2 
ENSMUSG00000097515,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097516,1 ,1 ,3 ,1 ,0 ,0 
ENSMUSG00000097517,0 ,0 ,0 ,19 ,0 ,4 
ENSMUSG00000097520,0 ,0 ,0 ,3 ,0 ,0 
ENSMUSG00000097522,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097523,1 ,1 ,6 ,1 ,2 ,3 
ENSMUSG00000097524,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097525,0 ,0 ,0 ,0 ,0 ,2 
ENSMUSG00000097526,6 ,0 ,6 ,4 ,3 ,3 
ENSMUSG00000097527,0 ,1 ,0 ,0 ,0 ,2 
ENSMUSG00000097529,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097530,0 ,0 ,0 ,0 ,18 ,0 
ENSMUSG00000097533,2 ,0 ,3 ,0 ,0 ,2 
ENSMUSG00000097534,10 ,8 ,3 ,3 ,1 ,2 
ENSMUSG00000097538,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097539,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097541,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097544,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097547,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097548,4 ,0 ,0 ,3 ,0 ,1 
ENSMUSG00000097550,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097551,0 ,0 ,2 ,0 ,0 ,0 
ENSMUSG00000097552,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097553,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097557,3 ,3 ,0 ,2 ,3 ,2 
ENSMUSG00000097558,6 ,2 ,0 ,5 ,2 ,1 
ENSMUSG00000097560,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097561,1 ,1 ,0 ,1 ,0 ,0 
ENSMUSG00000097563,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097564,1 ,2 ,0 ,0 ,3 ,0 
ENSMUSG00000097565,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097566,4 ,1 ,2 ,6 ,2 ,3 
ENSMUSG00000097569,0 ,1 ,0 ,0 ,4 ,1 
ENSMUSG00000097572,3 ,0 ,1 ,1 ,0 ,7 
ENSMUSG00000097575,3 ,0 ,1 ,2 ,3 ,0 
ENSMUSG00000097576,2 ,1 ,2 ,0 ,0 ,0 
ENSMUSG00000097579,2 ,2 ,0 ,0 ,1 ,4 
ENSMUSG00000097580,0 ,0 ,1 ,1 ,0 ,0 
ENSMUSG00000097584,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097586,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097587,1 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097591,0 ,2 ,2 ,1 ,1 ,3 
ENSMUSG00000097592,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097593,0 ,0 ,0 ,1 ,0 ,1 
ENSMUSG00000097594,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097595,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097596,2 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000097597,0 ,1 ,0 ,0 ,0 ,3 
ENSMUSG00000097598,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097601,5 ,1 ,2 ,0 ,2 ,5 
ENSMUSG00000097602,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097603,0 ,1 ,0 ,2 ,0 ,0 
ENSMUSG00000097605,0 ,1 ,0 ,1 ,0 ,3 
ENSMUSG00000097608,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097609,3 ,0 ,0 ,1 ,0 ,1 
ENSMUSG00000097610,1 ,3 ,1 ,0 ,3 ,3 
ENSMUSG00000097612,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097613,4 ,1 ,0 ,4 ,0 ,0 
ENSMUSG00000097614,9 ,0 ,0 ,0 ,0 ,2 
ENSMUSG00000097618,1 ,0 ,1 ,0 ,1 ,0 
ENSMUSG00000097622,0 ,1 ,0 ,1 ,3 ,0 
ENSMUSG00000097623,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097624,0 ,4 ,2 ,3 ,6 ,2 
ENSMUSG00000097626,0 ,3 ,0 ,2 ,2 ,3 
ENSMUSG00000097627,2 ,1 ,5 ,1 ,1 ,1 
ENSMUSG00000097628,0 ,1 ,1 ,3 ,0 ,0 
ENSMUSG00000097630,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097632,5 ,2 ,2 ,0 ,0 ,0 
ENSMUSG00000097633,0 ,0 ,0 ,0 ,2 ,1 
ENSMUSG00000097634,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097635,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097637,0 ,0 ,0 ,0 ,3 ,6 
ENSMUSG00000097638,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000097641,0 ,0 ,1 ,2 ,2 ,0 
ENSMUSG00000097642,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097644,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097645,0 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000097646,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097648,1 ,0 ,3 ,1 ,3 ,3 
ENSMUSG00000097650,0 ,1 ,2 ,2 ,4 ,1 
ENSMUSG00000097652,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097653,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097654,0 ,2 ,0 ,0 ,0 ,0 
ENSMUSG00000097655,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097656,0 ,3 ,0 ,0 ,2 ,0 
ENSMUSG00000097659,0 ,5 ,0 ,0 ,0 ,0 
ENSMUSG00000097662,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000097668,1 ,1 ,0 ,2 ,1 ,1 
ENSMUSG00000097669,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097670,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097671,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097672,5 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097673,0 ,2 ,0 ,0 ,2 ,2 
ENSMUSG00000097675,1 ,0 ,0 ,2 ,1 ,1 
ENSMUSG00000097676,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097677,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097679,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097681,0 ,0 ,0 ,0 ,1 ,1 
ENSMUSG00000097682,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097683,0 ,0 ,2 ,3 ,10 ,0 
ENSMUSG00000097684,2 ,2 ,0 ,0 ,1 ,0 
ENSMUSG00000097685,0 ,2 ,2 ,1 ,1 ,2 
ENSMUSG00000097686,3 ,1 ,1 ,2 ,0 ,0 
ENSMUSG00000097689,0 ,0 ,1 ,1 ,3 ,0 
ENSMUSG00000097690,0 ,0 ,0 ,0 ,1 ,2 
ENSMUSG00000097691,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097693,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097698,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000097699,0 ,2 ,2 ,1 ,0 ,1 
ENSMUSG00000097700,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000097701,0 ,0 ,2 ,0 ,0 ,0 
ENSMUSG00000097702,0 ,0 ,0 ,0 ,1 ,2 
ENSMUSG00000097703,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000097704,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097705,1 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097707,2 ,0 ,2 ,2 ,0 ,0 
ENSMUSG00000097710,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097711,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000097712,2 ,0 ,3 ,0 ,0 ,4 
ENSMUSG00000097713,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097714,0 ,0 ,0 ,0 ,2 ,0 
ENSMUSG00000097716,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097717,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097719,1 ,5 ,2 ,0 ,1 ,1 
ENSMUSG00000097724,4 ,0 ,12 ,10 ,0 ,2 
ENSMUSG00000097725,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097726,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097730,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097734,4 ,2 ,2 ,1 ,2 ,1 
ENSMUSG00000097735,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097736,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097738,1 ,1 ,1 ,1 ,1 ,2 
ENSMUSG00000097739,1 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000097742,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097744,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097745,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097748,0 ,14 ,0 ,0 ,0 ,0 
ENSMUSG00000097749,0 ,1 ,1 ,0 ,0 ,0 
ENSMUSG00000097751,0 ,2 ,0 ,2 ,0 ,0 
ENSMUSG00000097752,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097753,0 ,2 ,1 ,1 ,3 ,2 
ENSMUSG00000097756,3 ,2 ,0 ,3 ,5 ,0 
ENSMUSG00000097759,0 ,0 ,0 ,2 ,0 ,0 
ENSMUSG00000097761,2 ,0 ,1 ,0 ,3 ,0 
ENSMUSG00000097762,1 ,1 ,6 ,5 ,0 ,4 
ENSMUSG00000097763,0 ,0 ,0 ,0 ,5 ,0 
ENSMUSG00000097764,0 ,0 ,7 ,0 ,5 ,0 
ENSMUSG00000097766,0 ,4 ,2 ,9 ,3 ,1 
ENSMUSG00000097770,0 ,0 ,0 ,0 ,0 ,6 
ENSMUSG00000097774,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097775,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097780,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097783,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097784,2 ,1 ,1 ,2 ,1 ,2 
ENSMUSG00000097786,1 ,0 ,0 ,1 ,2 ,0 
ENSMUSG00000097788,1 ,5 ,3 ,0 ,2 ,0 
ENSMUSG00000097790,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097791,1 ,1 ,1 ,0 ,0 ,0 
ENSMUSG00000097794,3 ,1 ,4 ,2 ,4 ,2 
ENSMUSG00000097795,0 ,3 ,0 ,0 ,0 ,0 
ENSMUSG00000097798,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097800,2 ,2 ,0 ,1 ,8 ,7 
ENSMUSG00000097801,2 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097803,0 ,3 ,0 ,0 ,0 ,0 
ENSMUSG00000097805,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097806,2 ,1 ,1 ,1 ,3 ,6 
ENSMUSG00000097807,0 ,2 ,1 ,1 ,3 ,2 
ENSMUSG00000097809,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097811,3 ,0 ,0 ,0 ,0 ,2 
ENSMUSG00000097812,3 ,4 ,0 ,5 ,1 ,2 
ENSMUSG00000097818,0 ,1 ,1 ,0 ,1 ,1 
ENSMUSG00000097822,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097823,1 ,0 ,2 ,1 ,1 ,2 
ENSMUSG00000097825,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097827,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097831,2 ,0 ,0 ,1 ,2 ,1 
ENSMUSG00000097833,0 ,0 ,0 ,5 ,0 ,2 
ENSMUSG00000097834,0 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097835,8 ,0 ,0 ,3 ,0 ,1 
ENSMUSG00000097837,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097838,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097840,0 ,1 ,0 ,0 ,0 ,1 
ENSMUSG00000097841,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097845,3 ,0 ,4 ,6 ,2 ,5 
ENSMUSG00000097847,0 ,1 ,0 ,0 ,0 ,0 
ENSMUSG00000097849,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097850,1 ,2 ,0 ,0 ,1 ,0 
ENSMUSG00000097852,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000097853,0 ,0 ,0 ,3 ,1 ,0 
ENSMUSG00000097854,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097855,0 ,1 ,3 ,1 ,8 ,4 
ENSMUSG00000097858,1 ,2 ,1 ,2 ,2 ,0 
ENSMUSG00000097859,0 ,0 ,0 ,2 ,0 ,1 
ENSMUSG00000097860,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097861,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097862,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097863,2 ,3 ,1 ,0 ,2 ,1 
ENSMUSG00000097864,1 ,1 ,3 ,3 ,2 ,6 
ENSMUSG00000097869,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097870,1 ,3 ,0 ,3 ,0 ,1 
ENSMUSG00000097871,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097873,2 ,0 ,0 ,3 ,9 ,9 
ENSMUSG00000097874,0 ,1 ,0 ,0 ,0 ,1 
ENSMUSG00000097875,0 ,0 ,3 ,3 ,3 ,1 
ENSMUSG00000097877,2 ,3 ,0 ,3 ,1 ,1 
ENSMUSG00000097878,1 ,0 ,1 ,0 ,0 ,0 
ENSMUSG00000097881,0 ,2 ,1 ,0 ,0 ,0 
ENSMUSG00000097882,3 ,0 ,3 ,4 ,0 ,0 
ENSMUSG00000097883,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097886,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097888,0 ,2 ,0 ,0 ,1 ,1 
ENSMUSG00000097890,2 ,2 ,0 ,2 ,3 ,1 
ENSMUSG00000097892,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097895,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097896,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097897,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097898,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097899,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097900,1 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097902,1 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097903,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000097907,3 ,0 ,0 ,2 ,1 ,0 
ENSMUSG00000097910,1 ,2 ,0 ,2 ,1 ,1 
ENSMUSG00000097912,0 ,2 ,1 ,1 ,0 ,1 
ENSMUSG00000097917,0 ,1 ,0 ,1 ,0 ,0 
ENSMUSG00000097918,3 ,3 ,2 ,1 ,5 ,0 
ENSMUSG00000097920,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097921,2 ,0 ,1 ,2 ,1 ,1 
ENSMUSG00000097924,0 ,0 ,0 ,0 ,1 ,0 
ENSMUSG00000097926,3 ,0 ,0 ,1 ,0 ,0 
ENSMUSG00000097927,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097931,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097933,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097934,0 ,0 ,0 ,1 ,3 ,0 
ENSMUSG00000097935,5 ,4 ,3 ,0 ,2 ,3 
ENSMUSG00000097936,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097937,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097938,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097939,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097940,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097941,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097942,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097943,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097945,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097946,2 ,3 ,0 ,1 ,0 ,3 
ENSMUSG00000097947,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097948,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097949,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097950,0 ,0 ,0 ,0 ,0 ,0 
ENSMUSG00000097951,0 ,0 ,0 ,0 ,0 ,1 
ENSMUSG00000097952,0 ,0 ,0 ,0 ,0 ,0 
